date,RPI,INDPRO,UNRATE,HOUST,PERMIT,REALLN,FFR,GS1,CPIAUCSL,PCEPI,FF4,IV1,JKSIGN,RR
tcode,4,5,1,5,5,5,1,1,5,5,1,1,1,1
1975M01,4737.819,42.6409,8.1,1032,726,130.0257,7.13,6.83,52.3,27.698,,,,-0.3687084
1975M02,4735.434,41.6602,8.1,904,729,130.6318,6.24,5.98,52.6,27.849,,,,0.2339981
1975M03,4738.979,41.2135,8.6,993,709,131.1786,5.54,6.11,52.8,27.943,,,,-0.4145509
1975M04,4744.477,41.246,8.8,1005,866,131.6391,5.49,6.9,53,28.039,,,,-0.5769329
1975M05,4773.677,41.1515,9,1121,914,131.7233,5.22,6.39,53.1,28.15,,,,0.1355233
1975M06,4856.934,41.4224,8.8,1087,946,131.8532,5.55,6.29,53.5,28.326,,,,0.182744
1975M07,4803.336,41.8234,8.6,1226,1020,131.83,6.1,7.11,54,28.569,,,,0.0453894
1975M08,4839.17,42.2573,8.4,1260,994,131.9313,6.14,7.7,54.2,28.693,,,,-0.1441198
1975M09,4850.581,42.7796,8.4,1264,1064,132.1325,6.24,7.75,54.6,28.835,,,,-0.1121478
1975M10,4873.248,42.9687,8.4,1344,1096,132.863,5.82,6.95,54.9,29.003,,,,-0.1980368
1975M11,4873.038,43.0614,8.3,1360,1110,133.3819,5.22,6.49,55.3,29.189,,,,-0.315378
1975M12,4880.208,43.5973,8.2,1321,1091,134.0939,5.2,6.6,55.6,29.35,,,,0.2369289
1976M01,4912.199,44.2288,7.9,1367,1195,135.0484,4.87,5.81,55.8,29.462,,,,-0.0995446
1976M02,4940.807,44.6725,7.7,1538,1190,136.2984,4.77,5.91,55.9,29.5,,,,-0.4622471
1976M03,4953.855,44.7125,7.6,1421,1164,137.9788,4.84,6.21,56,29.544,,,,-0.2652588
1976M04,4972.929,44.9643,7.7,1395,1132,139.8826,4.82,5.92,56.1,29.611,,,,0.1363696
1976M05,4978.637,45.1741,7.4,1459,1194,140.9549,5.29,6.4,56.4,29.752,,,,-0.2574376
1976M06,4986.058,45.183,7.6,1495,1188,141.6213,5.48,6.52,56.7,29.882,,,,-0.0270147
1976M07,5016.851,45.4535,7.8,1401,1245,142.5971,5.31,6.2,57,30.033,,,,-0.1440769
1976M08,5030.951,45.7737,7.8,1550,1309,143.755,5.29,6,57.3,30.199,,,,-0.0503726
1976M09,5035.24,45.9031,7.6,1720,1481,144.7779,5.25,5.84,57.6,30.369,,,,-0.0077816
1976M10,5033.628,45.9207,7.7,1629,1425,146.071,5.02,5.5,57.9,30.528,,,,-0.0823017
1976M11,5077.738,46.5978,7.8,1641,1531,147.2806,4.95,5.29,58.1,30.667,,,,0.0016443
1976M12,5093.252,47.0854,7.8,1804,1511,148.5136,4.65,4.89,58.4,30.839,,,,-0.1194494
1977M01,5068.733,46.8276,7.5,1527,1466,149.6394,4.61,5.29,58.7,31.017,,,,-0.1224781
1977M02,5085.115,47.5417,7.6,1943,1560,151.6731,4.68,5.47,59.3,31.26,,,,-0.1395348
1977M03,5107.63,48.131,7.4,2063,1660,153.6788,4.69,5.5,59.6,31.417,,,,-0.2478156
1977M04,5129.551,48.5838,7.2,1892,1660,156.0952,4.73,5.44,60,31.6,,,,-0.085265
1977M05,5142.384,48.9891,7,1971,1668,158.592,5.35,5.84,60.2,31.76,,,,-0.0841385
1977M06,5150.462,49.3428,7.2,1893,1752,160.6562,5.39,5.8,60.5,31.937,,,,-0.1610702
1977M07,5178.98,49.412,6.9,2058,1687,162.9974,5.42,5.94,60.8,32.103,,,,-0.2676827
1977M08,5199.209,49.4259,7,2020,1780,165.634,5.9,6.37,61.1,32.253,,,,0.0024756
1977M09,5231.769,49.6639,6.8,1949,1674,167.5557,6.14,6.53,61.3,32.374,,,,0.0441249
1977M10,5277.057,49.7592,6.8,2042,1758,170.2452,6.47,6.97,61.6,32.524,,,,-0.0372709
1977M11,5318.495,49.8117,6.8,2042,1771,172.8184,6.51,6.95,62,32.712,,,,-0.0659826
1977M12,5342.172,49.8949,6.4,2142,1754,175.0673,6.56,6.96,62.3,32.87,,,,-0.1152749
1978M01,5323.379,49.2066,6.4,1718,1740,177.7143,6.7,7.28,62.7,33.064,,,,-0.2165074
1978M02,5347.188,49.4502,6.3,1738,1736,180.32,6.78,7.34,63,33.218,,,,0.0573472
1978M03,5377.624,50.3928,6.3,2032,1799,183.0011,6.79,7.31,63.4,33.433,,,,-0.0014195
1978M04,5408.475,51.4368,6.1,2197,1948,185.8235,6.89,7.45,63.9,33.686,,,,-0.0921419
1978M05,5414.64,51.6276,6,2075,1766,188.9707,7.36,7.82,64.5,33.927,,,,-0.2391022
1978M06,5434.314,51.9833,5.9,2070,1983,192.106,7.6,8.09,65,34.149,,,,0.1988957
1978M07,5464.134,51.9592,6.2,2092,1786,195.0134,7.81,8.39,65.5,34.336,,,,-0.150788
1978M08,5488.997,52.1543,5.9,1996,1691,198.3252,8.04,8.31,65.9,34.509,,,,-0.0950329
1978M09,5496.064,52.286,6,1970,1751,201.099,8.45,8.64,66.5,34.706,,,,-0.1752538
1978M10,5516.386,52.7054,5.8,1981,1781,204.5151,8.96,9.14,67.1,34.981,,,,0.1244038
1978M11,5525.875,53.1047,5.9,2094,1795,207.5855,9.76,10.01,67.5,35.18,,,,0.1484506
1978M12,5557.191,53.3886,6,2044,1818,210.462,10.03,10.3,67.9,35.345,,,,-0.0601637
1979M01,5576.221,53.0453,5.9,1630,1461,211.9456,10.07,10.41,68.5,35.611,,,,0
1979M02,5598.263,53.3303,5.9,1520,1492,213.6288,10.06,10.24,69.2,35.802,,,,-0.1817765
1979M03,5615.462,53.4973,5.8,1847,1720,215.6358,10.09,10.25,69.9,36.081,,,,0.0737062
1979M04,5570.67,52.8938,5.8,1748,1597,218.0995,10.01,10.12,70.6,36.457,,,,-0.1019559
1979M05,5551.228,53.3187,5.6,1876,1684,220.5903,10.24,10.12,71.4,36.835,,,,0.0686255
1979M06,5548.333,53.3157,5.7,1913,1640,223.9688,10.29,9.57,72.2,37.138,,,,0
1979M07,5590.025,53.2433,5.7,1760,1534,228.0921,10.47,9.64,73,37.422,,,,0.6975303
1979M08,5598.658,52.8899,6,1778,1591,230.9436,10.94,9.98,73.7,37.708,,,,0.3598159
1979M09,5597.929,52.9486,5.9,1832,1638,233.9281,11.43,10.84,74.4,38.041,,,,-0.1433239
1979M10,5597.653,53.239,6,1681,1481,236.8872,13.77,12.44,75.2,38.351,,,,0
1979M11,5615.144,53.1918,5.9,1524,1276,239.268,13.18,12.39,76,38.617,,,,0.1038529
1979M12,5628.72,53.2603,6,1498,1254,241.6747,13.78,11.98,76.9,38.942,,,,0
1980M01,5636.095,53.5037,6.3,1341,1280,244.1149,13.82,12.06,78,39.349,,,,0.0847353
1980M02,5609.8,53.5053,6.3,1350,1199,247.048,14.13,13.92,79,39.776,,,,0.2826824
1980M03,5579.985,53.3294,6.3,1047,988,248.9923,17.19,15.82,80.1,40.264,,,,1.433455
1980M04,5573.208,52.2336,6.9,1051,808,250.6829,17.61,13.3,80.9,40.475,,,,-3.250249
1980M05,5556.087,50.9638,7.5,927,861,251.3254,10.98,9.39,81.7,40.79,,,,-0.7961999
1980M06,5569.876,50.3348,7.6,1196,1118,252.0475,9.47,8.16,82.5,41.047,,,,0
1980M07,5612.095,49.9462,7.8,1269,1259,253.6243,9.03,8.65,82.6,41.365,,,,0.4034276
1980M08,5624.241,50.1256,7.7,1436,1367,255.0428,9.61,10.24,83.2,41.711,,,,-0.0878418
1980M09,5649.242,50.9386,7.5,1471,1484,256.2875,10.87,11.52,83.9,42.096,,,,0.8627606
1980M10,5698.522,51.5813,7.5,1523,1366,258.4035,12.81,12.49,84.7,42.434,,,,1.282706
1980M11,5712.978,52.4717,7.5,1510,1383,260.6068,15.85,14.15,85.6,42.779,,,,1.875421
1980M12,5741.308,52.7685,7.2,1482,1249,262.2834,18.9,14.88,86.4,43.057,,,,-0.6443099
1981M01,5723.536,52.4668,7.5,1547,1221,263.7707,19.08,14.08,87.2,43.47,,,,0
1981M02,5708.169,52.226,7.4,1246,1199,265.1531,15.93,14.57,88,43.91,,,,-0.7453017
1981M03,5726.877,52.5025,7.4,1306,1183,266.8392,14.7,13.71,88.6,44.216,,,,0.3091551
1981M04,5716.92,52.2691,7.2,1360,1190,268.6235,15.72,14.32,89.1,44.409,,,,0
1981M05,5734.39,52.5803,7.5,1140,1173,271.2572,18.52,16.2,89.7,44.609,,,,1.508348
1981M06,5766.265,52.8284,7.5,1045,976,273.4038,19.1,14.86,90.5,44.787,,,,0
1981M07,5852.929,53.1751,7.2,1041,935,274.7618,19.04,15.72,91.5,45.057,,,,-0.6647913
1981M08,5875.57,53.1679,7.4,940,889,277.0577,17.82,16.72,92.2,45.338,,,,-0.0802236
1981M09,5867.422,52.8514,7.6,911,847,278.7288,15.87,16.52,93.1,45.613,,,,0
1981M10,5845.921,52.4949,7.9,873,731,280.1515,15.08,15.38,93.4,45.82,,,,-0.546217
1981M11,5853.283,51.894,8.3,837,748,281.6173,13.31,12.41,93.8,46.065,,,,-0.4094439
1981M12,5849.794,51.3274,8.5,910,796,283.5867,12.37,12.85,94.1,46.208,,,,0.1070532
1982M01,5836.665,50.3043,8.6,843,794,285.4002,13.22,14.32,94.4,46.483,,,,0
1982M02,5861.377,51.3016,8.9,866,808,287.5623,14.78,14.73,94.7,46.622,,,,1.014477
1982M03,5857.186,50.9104,9,931,891,290.207,14.68,13.95,94.7,46.742,,,,-0.4120262
1982M04,5897.586,50.4627,9.3,917,888,291.8256,14.94,13.98,95,46.766,,,,0
1982M05,5897.009,50.138,9.4,1025,953,293.82,14.45,13.34,95.9,47.043,,,,-0.097881
1982M06,5876.773,49.9692,9.6,902,913,295.6466,14.15,14.07,97,47.384,,,,0
1982M07,5876.687,49.8138,9.8,1166,1044,295.9582,12.59,13.24,97.5,47.665,,,,-0.1981146
1982M08,5887.554,49.3773,9.8,1046,926,297.0876,10.12,11.43,97.7,47.813,,,,-0.2438593
1982M09,5884.253,49.226,10.1,1144,1042,297.9524,10.31,10.85,97.7,47.946,,,,0
1982M10,5879.71,48.7874,10.4,1173,1149,298.668,9.71,9.32,98.1,48.215,,,,-0.2593523
1982M11,5901.59,48.592,10.8,1372,1229,299.2424,9.2,9.16,98,48.359,,,,0.0899754
1982M12,5931.099,48.2424,10.8,1303,1351,299.653,8.95,8.91,97.7,48.432,,,,0.6315141
1983M01,5923.289,49.1762,10.4,1586,1426,302.0905,8.68,8.62,97.9,48.659,,,,0
1983M02,5926.834,48.8688,10.4,1699,1471,303.1623,8.51,8.92,98,48.741,,,,0.2108304
1983M03,5954.811,49.2654,10.3,1606,1475,304.3282,8.77,9.04,98.1,48.804,,,,0.1374193
1983M04,5959.171,49.8675,10.2,1472,1566,306.2567,8.8,8.98,98.8,49.027,,,,0
1983M05,5989.507,50.2084,10.1,1776,1669,308.3139,8.63,8.9,99.2,49.166,,,,-0.0386531
1983M06,5997.726,50.5089,10.1,1733,1769,310.8249,8.98,9.66,99.4,49.349,,,,0
1983M07,6014.919,51.2733,9.4,1785,1795,314.1926,9.37,10.2,99.8,49.627,,,,0.0319688
1983M08,6006.539,51.8454,9.5,1910,1713,317.2201,9.56,10.53,100.1,49.84,,,,-0.2393029
1983M09,6048.055,52.6303,9.2,1710,1585,320.6919,9.45,10.16,100.4,50.014,,,,0
1983M10,6106.583,53.0679,8.8,1715,1716,324.0551,9.48,9.81,100.8,50.099,,,,0.2252154
1983M11,6155.976,53.2534,8.5,1785,1668,327.3763,9.34,9.94,101.1,50.17,,,,-0.1489062
1983M12,6211.241,53.5343,8.3,1688,1627,330.3526,9.47,10.11,101.4,50.198,,,,0.1864091
1984M01,6233.483,54.6008,8,1897,1816,333.7075,9.56,9.9,102.1,50.416,,,,0.2166587
1984M02,6269.564,54.835,7.8,2260,1987,337.6043,9.59,10.04,102.6,50.755,,,,0
1984M03,6307.802,55.1052,7.8,1663,1725,342.0163,9.91,10.59,102.9,50.922,,,,-0.0782931
1984M04,6348.649,55.4514,7.7,1851,1776,346.1789,10.29,10.9,103.3,51.115,,,,0
1984M05,6362.997,55.7141,7.4,1774,1741,349.7492,10.32,11.66,103.5,51.18,,,,0.1263111
1984M06,6410.838,55.9085,7.2,1843,1814,353.7386,11.06,12.08,103.7,51.271,,,,0
1984M07,6425.319,56.0842,7.5,1732,1605,357.1593,11.23,12.03,104.1,51.455,,,,0.3350084
1984M08,6467.299,56.1376,7.5,1586,1530,360.6726,11.64,11.82,104.4,51.613,,,,-0.0653747
1984M09,6516.671,56.0382,7.3,1698,1523,364.7314,11.3,11.58,104.7,51.683,,,,0
1984M10,6497.46,55.9459,7.4,1590,1490,367.6312,9.99,10.9,105.1,51.805,,,,-0.0103411
1984M11,6531.463,56.1667,7.2,1689,1643,372.3966,9.43,9.82,105.3,51.877,,,,-0.5609847
1984M12,6575.394,56.2296,7.3,1612,1626,376.2431,8.38,9.33,105.5,52.023,,,,-0.170801
1985M01,6567.925,56.1398,7.3,1711,1660,379.0098,8.35,9.02,105.7,52.283,,,,0
1985M02,6572.359,56.3323,7.2,1632,1662,383.1147,8.5,9.29,106.3,52.527,,,,-0.1213873
1985M03,6599.497,56.4232,7.2,1800,1727,387.1986,8.58,9.86,106.8,52.732,,,,0.2077607
1985M04,6586.311,56.2693,7.3,1821,1664,390.5745,8.27,9.14,107,52.808,,,,0
1985M05,6599.63,56.3488,7.2,1680,1709,394.3952,7.97,8.46,107.2,52.934,,,,-0.1464615
1985M06,6622.233,56.3901,7.4,1676,1716,397.606,7.53,7.8,107.5,53.078,,,,0
1985M07,6631.242,56.0234,7.4,1684,1697,401.1045,7.88,7.86,107.7,53.208,,,,0.064076
1985M08,6630.286,56.2555,7.1,1743,1808,405.2303,7.9,8.05,107.9,53.384,,,,0.1866845
1985M09,6659.992,56.4983,7.1,1676,1916,409.7896,7.92,8.07,108.1,53.474,,,,0
1985M10,6691.188,56.2648,7.1,1834,1743,414.368,7.99,8.01,108.5,53.563,,,,0.1063961
1985M11,6700.594,56.4549,7,1698,1692,418.6507,8.05,7.88,109,53.719,,,,0.0195127
1985M12,6740.49,57.0458,7,1942,1794,422.8854,8.27,7.67,109.5,53.9,,,,-0.0526709
1986M01,6735.168,57.3104,6.7,1972,1847,427.4301,8.14,7.73,109.9,54.148,,,,0
1986M02,6767.923,56.9344,7.2,1848,1767,432.0814,7.86,7.61,109.7,54.148,,,,-0.094937
1986M03,6831.861,56.542,7.2,1876,1780,437.0637,7.48,7.03,109.1,54.029,,,,0
1986M04,6855.019,56.5599,7.1,1933,1858,441.9374,6.99,6.44,108.7,53.918,,,,0.1915616
1986M05,6863.293,56.6823,7.2,1854,1797,446.6982,6.85,6.65,109,54.017,,,,0.0854616
1986M06,6866.522,56.4976,7.2,1847,1790,451.22,6.92,6.73,109.4,54.218,,,,0
1986M07,6900.787,56.814,7,1782,1780,457.1135,6.56,6.27,109.5,54.231,,,,-0.1862836
1986M08,6917.138,56.7381,6.9,1807,1726,463.3336,6.17,5.93,109.6,54.3,,,,-0.2269864
1986M09,6925.916,56.8532,7,1687,1686,469.3503,5.89,5.77,110,54.477,,,,0.0229667
1986M10,6930.322,57.1191,7,1681,1675,473.918,5.85,5.72,110.2,54.575,,,,0
1986M11,6944.51,57.3792,6.9,1623,1644,479.2597,6.04,5.8,110.4,54.673,,,,0.0324334
1986M12,6973.004,57.8623,6.6,1833,1903,490.7558,6.91,5.87,110.8,54.746,,,,-0.0472494
1987M01,6965.987,57.685,6.6,1774,1690,502.8937,6.43,5.78,111.4,55.002,,,,0
1987M02,6989.925,58.4399,6.6,1784,1689,508.4483,6.1,5.96,111.8,55.195,,,,0.1971277
1987M03,7008.271,58.516,6.6,1726,1704,516.5616,6.13,6.03,112.2,55.341,,,,0.2403089
1987M04,7005.053,58.8851,6.3,1614,1601,524.8636,6.37,6.5,112.7,55.547,,,,0
1987M05,7048.201,59.2653,6.3,1628,1500,532.1439,6.85,7,113,55.688,,,,0.2612897
1987M06,7042.092,59.5409,6.2,1594,1522,541.6776,6.73,6.8,113.5,55.899,,,,0
1987M07,7065.999,59.9536,6.1,1575,1516,549.4301,6.58,6.68,113.8,56.028,,,,-0.032253
1987M08,7102.523,60.4517,6,1605,1511,556.2821,6.73,7.03,114.3,56.25,,,,-0.0093601
1987M09,7107.727,60.6069,5.9,1695,1514,563.2041,7.22,7.67,114.7,56.439,,,,-0.1332063
1987M10,7152.872,61.491,6,1515,1447,570.7404,7.29,7.59,115,56.618,,,,0
1987M11,7185.025,61.8137,5.8,1656,1457,577.6836,6.69,6.96,115.4,56.726,,,,-0.0596477
1987M12,7262.656,62.119,5.7,1400,1345,585.6743,6.77,7.17,115.6,56.831,,,,-0.1259441
1988M01,7252.378,62.1469,5.7,1271,1244,591.5868,6.83,6.99,116,57.051,,,,0
1988M02,7281.472,62.4169,5.7,1473,1438,595.8678,6.58,6.64,116.2,57.135,,,,-0.1739662
1988M03,7297.694,62.5418,5.7,1532,1525,601.4299,6.58,6.71,116.5,57.332,,,,0.0863419
1988M04,7314.261,62.8959,5.4,1573,1429,608.9161,6.87,7.01,117.2,57.611,,,,0
1988M05,7319.677,62.8223,5.6,1421,1444,616.1817,7.09,7.4,117.5,57.778,,,,0.2279987
1988M06,7344.271,62.9823,5.4,1478,1485,622.7325,7.51,7.49,118,58.024,,,,0.3521378
1988M07,7376.198,63.0093,5.4,1467,1439,629.8717,7.75,7.75,118.5,58.306,,,,0
1988M08,7394.88,63.2723,5.6,1493,1460,637.3232,8.01,8.17,119,58.479,,,,-0.1620613
1988M09,7408.742,63.099,5.4,1492,1436,644.2584,8.19,8.09,119.5,58.764,,,,-0.0483951
1988M10,7449.552,63.4122,5.4,1522,1516,651.4062,8.3,8.11,119.9,58.956,,,,0
1988M11,7452.039,63.5128,5.3,1569,1508,656.8937,8.35,8.48,120.3,59.092,,,,-0.0303479
1988M12,7490.593,63.8233,5.3,1563,1501,663.0226,8.76,8.99,120.7,59.277,,,,0.4416863
1989M01,7559.707,64.0153,5.4,1621,1466,676.4544,9.12,9.05,121.2,59.581,,,,0
1989M02,7583.21,63.7242,5.2,1425,1383,682.984,9.36,9.25,121.6,59.779,,,,0.2700066
1989M03,7623.713,63.8691,5,1422,1214,688.8972,9.85,9.57,122.2,60.002,,,,0.0522098
1989M04,7594.273,63.9124,5.2,1339,1376,698.1922,9.84,9.36,123.1,60.402,,,,0
1989M05,7562.039,63.4884,5.2,1331,1381,704.2601,9.81,8.98,123.7,60.622,,,,0.1402752
1989M06,7583.45,63.5187,5.3,1397,1322,711.8561,9.53,8.44,124.1,60.755,,,,0
